Access_Level;Training_Completed;Code_postal;EmployeeTargeted;Gender;Social_Media;behaviorPattern2;peerUsageMetric6;usageMetric2;usageMetric5;fraudTraining
1;1;39998;0;1;1;1;0;0;7;1
2;1;39998;0;0;1;1;6;1;7;1
2;1;84995;0;0;0;3;3;0;3;1
2;0;10000;1;0;1;2;2;0;5;1
0;0;84995;0;0;1;0;4;0;6;0
4;0;69996;0;0;1;1;5;0;6;1
3;0;24999;1;0;1;1;2;2;5;1
2;1;24999;1;1;1;0;6;0;7;1
4;0;84995;0;0;1;1;0;1;2;1
4;0;39998;0;0;1;1;5;0;2;1
5;0;84995;0;1;3;0;4;0;2;0
3;0;84995;0;1;0;0;5;1;2;1
1;0;39998;0;0;0;2;3;1;4;1
1;0;39998;1;1;1;1;4;0;2;0
3;1;10000;1;0;;1;4;0;4;1
1;0;10000;1;1;1;0;4;0;7;0
4;1;10000;1;1;1;1;5;0;7;1
1;1;10000;1;0;1;1;6;0;7;0
4;0;10000;1;0;3;0;3;0;5;0
5;1;84995;0;0;1;1;0;1;3;1
0;0;84995;0;0;1;1;4;1;1;1
4;0;24999;1;1;0;1;5;2;0;1
3;1;39998;0;0;0;0;6;0;7;1
3;1;24999;1;1;2;2;1;1;2;1
2;1;24999;1;0;0;3;1;1;1;1
5;0;10000;1;1;0;1;2;1;4;0
1;0;54997;1;1;1;0;1;1;2;1
1;0;69996;1;1;0;1;2;1;2;1
0;0;10000;1;0;0;0;1;0;6;0
1;1;54997;0;1;1;0;5;1;7;1
2;0;10000;1;1;1;0;4;1;6;1
3;1;24999;0;0;2;0;2;1;5;1
2;0;69996;0;1;1;0;6;0;4;0
2;1;84995;0;0;3;0;6;1;1;1
3;1;10000;1;0;0;1;1;1;5;1
3;0;10000;1;1;1;1;2;0;2;0
2;0;10000;1;0;1;0;4;0;6;0
3;1;10000;1;1;1;0;0;0;6;0
0;1;39998;1;1;3;1;1;0;6;0
2;0;84995;0;0;1;0;3;2;1;1
2;0;54997;1;1;1;0;5;1;1;1
1;1;10000;1;1;2;0;2;0;2;0
4;1;39998;1;0;1;2;4;0;0;1
2;1;24999;1;1;0;2;3;0;6;0
3;0;10000;1;0;1;3;5;0;5;0
6;1;24999;1;1;2;1;5;0;5;1
2;1;10000;1;0;1;0;6;1;0;1
7;1;54997;1;1;0;2;4;2;3;1
2;0;10000;1;1;1;1;4;3;0;1
1;0;54997;1;1;2;0;0;1;4;0
6;1;24999;0;0;0;1;1;0;2;1
5;1;24999;1;1;2;1;5;1;3;0
3;1;10000;1;0;2;2;5;2;2;0
2;1;24999;1;1;2;2;3;0;1;1
1;0;10000;1;0;0;1;0;4;5;1
6;0;39998;1;1;1;0;6;0;4;1
6;1;24999;1;1;1;1;4;0;3;1
2;1;84995;0;0;0;1;2;2;7;0
1;1;39998;1;1;1;1;5;1;7;0
1;0;69996;0;1;0;1;0;1;3;1
7;0;10000;1;1;0;2;0;0;3;0
3;0;10000;1;1;0;0;3;1;6;1
2;0;10000;1;1;0;1;2;0;1;1
1;0;10000;1;1;0;1;2;2;7;1
4;0;10000;1;0;;2;4;0;0;1
5;1;39998;1;1;0;0;2;0;4;0
2;0;24999;1;1;0;2;2;1;7;1
1;1;24999;1;0;1;2;1;1;2;1
1;0;24999;1;1;1;0;6;1;6;0
5;1;24999;1;0;1;0;0;0;4;1
0;1;10000;1;1;0;1;1;0;4;1
3;0;10000;1;1;1;0;6;4;7;0
2;1;10000;1;1;1;1;5;1;0;0
7;0;54997;0;0;2;1;0;0;4;1
2;0;10000;1;0;2;0;1;0;6;0
1;0;24999;1;1;1;0;5;2;5;0
1;0;24999;1;0;1;3;2;2;0;1
0;0;10000;1;0;0;1;1;0;2;0
2;1;69996;0;0;0;2;3;1;5;1
4;0;39998;1;1;2;1;0;0;1;1
0;0;24999;1;0;3;0;6;1;2;1
3;0;39998;1;0;0;1;0;0;1;0
2;0;69996;0;0;0;0;2;3;6;0
5;0;24999;1;1;0;3;0;0;6;1
2;1;54997;1;1;0;0;1;1;3;1
5;1;10000;0;1;1;2;3;2;5;1
1;1;10000;1;0;0;1;0;0;4;0
3;1;10000;0;0;1;1;6;0;5;1
2;1;24999;1;1;1;1;4;1;5;0
3;0;10000;1;0;0;0;5;0;2;0
2;0;54997;1;1;2;0;3;1;1;1
2;1;54997;1;1;1;2;4;2;2;0
0;0;10000;0;0;1;0;5;2;3;1
2;1;24999;1;1;0;0;3;1;3;1
2;0;10000;1;1;1;0;6;1;0;0
2;0;10000;1;0;0;2;4;2;1;1
3;1;54997;1;1;1;2;5;0;1;1
7;1;39998;1;0;0;0;6;0;6;1
3;0;10000;1;1;3;3;1;0;5;1
1;1;39998;0;0;2;2;0;0;2;1
1;1;54997;0;0;0;2;6;0;1;0
5;0;10000;1;0;2;0;0;1;3;1
1;1;84995;0;0;0;2;1;1;0;0
1;0;24999;1;0;0;0;1;2;4;0
0;1;24999;1;1;0;1;2;0;5;0
2;1;69996;0;0;3;1;1;0;0;1
1;1;84995;0;0;1;3;0;0;4;0
2;0;39998;1;1;1;0;0;1;5;1
0;1;24999;1;1;1;0;2;1;1;1
2;1;84995;0;0;;1;6;2;7;1
1;0;10000;1;0;0;0;4;0;6;1
3;1;54997;1;1;2;0;2;1;6;0
5;1;10000;1;1;0;2;4;1;5;0
1;1;39998;1;0;0;1;0;2;4;0
2;0;39998;1;1;0;0;5;2;4;1
7;0;10000;1;0;2;2;2;1;1;1
2;0;84995;0;0;3;0;2;3;4;0
3;0;10000;0;1;0;1;5;2;7;0
2;1;10000;1;0;1;0;4;1;4;0
4;1;24999;1;1;1;1;1;1;5;1
6;0;24999;1;0;2;2;6;1;5;0
3;0;10000;1;1;2;1;4;3;3;0
1;0;84995;0;0;1;0;1;2;3;0
3;0;39998;1;1;0;0;3;0;1;0
5;1;10000;1;1;0;1;1;2;5;1
6;;54997;0;0;0;0;2;0;2;1
1;0;39998;1;1;0;0;1;1;1;1
2;1;10000;0;1;1;2;4;2;6;1
3;1;54997;0;0;0;1;3;0;2;1
2;1;54997;0;0;2;0;6;0;6;1
1;1;84995;0;0;2;0;4;1;5;0
2;1;84995;0;0;1;1;5;1;4;1
3;0;24999;1;0;1;2;4;1;4;0
5;1;24999;1;0;0;0;4;1;3;1
4;1;24999;1;1;0;0;1;1;4;0
2;0;10000;1;0;1;0;4;1;1;0
1;1;10000;1;0;1;2;2;1;4;0
2;0;84995;0;0;0;1;3;1;6;0
4;1;10000;1;1;0;2;2;0;1;1
1;0;84995;0;1;0;0;4;1;0;1
7;0;24999;1;1;0;1;4;1;1;1
2;0;10000;1;1;1;0;5;0;6;0
5;1;39998;1;1;1;0;1;0;6;0
2;1;10000;1;0;0;1;3;0;4;0
1;0;10000;1;1;2;1;4;2;7;1
1;1;84995;0;0;1;0;6;3;6;0
4;0;10000;1;0;0;0;1;1;2;0
4;0;10000;1;1;2;1;5;0;7;1
7;0;39998;1;1;0;1;5;1;6;1
2;0;54997;0;0;2;1;0;0;4;1
7;0;10000;1;1;0;0;0;0;3;0
3;0;10000;1;1;1;1;0;2;1;1
4;1;84995;0;0;1;0;2;1;4;1
4;0;10000;1;0;1;2;2;1;2;0
6;0;24999;0;0;1;2;0;2;3;1
0;1;10000;1;1;0;1;0;1;3;0
2;1;10000;1;0;0;0;5;2;2;1
3;0;10000;1;1;0;1;1;0;3;1
4;1;24999;0;0;0;1;2;0;7;1
3;1;39998;1;0;1;0;4;1;4;1
6;0;39998;1;1;0;0;1;1;3;1
6;0;10000;1;0;0;1;3;0;2;1
3;0;39998;0;0;2;1;2;2;6;1
1;0;24999;1;0;0;0;5;1;6;1
4;0;39998;0;1;0;2;2;0;5;1
0;0;10000;1;0;0;0;2;0;2;1
0;0;10000;1;1;0;2;5;2;5;0
3;1;10000;1;1;1;2;0;1;7;1
2;0;10000;1;0;1;0;2;2;2;1
1;0;10000;1;0;0;0;2;0;4;0
1;1;39998;1;1;0;0;2;0;3;1
3;1;10000;1;1;1;1;0;0;7;0
3;1;54997;0;0;2;4;6;0;2;1
3;1;10000;1;1;0;0;6;0;3;1
4;0;24999;1;0;0;0;2;1;7;1
5;1;24999;0;1;0;0;4;1;7;0
5;0;10000;1;0;1;1;1;0;2;1
1;1;24999;1;1;1;1;4;0;7;1
2;0;69996;0;1;1;0;0;0;4;1
4;0;24999;1;1;0;0;1;1;2;1
1;0;39998;1;0;0;2;5;2;7;0
0;1;10000;1;1;0;1;0;0;2;0
3;0;39998;0;0;2;1;4;0;4;1
2;0;84995;0;0;2;1;6;2;0;0
2;1;84995;0;0;2;1;1;0;5;0
7;0;10000;1;0;1;0;6;1;0;0
1;1;10000;1;1;1;0;0;1;6;1
2;1;10000;1;1;0;0;3;1;2;1
0;0;69996;1;1;0;1;0;1;0;0
2;1;10000;1;0;1;0;2;1;3;0
4;1;69996;0;1;1;0;1;1;6;1
4;1;24999;1;0;1;2;2;1;5;0
4;0;10000;1;1;0;0;1;2;7;1
0;;10000;1;0;0;1;2;0;0;0
0;1;84995;1;1;0;1;4;3;1;1
3;0;10000;1;0;0;2;1;0;5;0
3;1;24999;1;1;0;1;4;1;3;0
1;0;10000;1;1;1;1;6;1;3;1
0;1;24999;1;1;3;0;4;2;7;0
2;0;69996;0;1;1;2;3;0;7;1
3;0;10000;1;1;1;1;1;1;6;0
1;0;10000;1;0;0;0;4;0;3;1
3;0;54997;0;1;0;0;6;0;6;1
1;0;39998;1;1;1;1;2;0;0;1
5;0;39998;1;1;1;1;2;0;3;0
1;0;10000;0;0;1;5;0;0;5;1
5;1;24999;1;1;2;2;4;1;0;1
1;1;24999;1;1;0;3;1;0;6;0
2;1;54997;0;0;0;1;0;1;1;1
1;0;84995;1;1;2;1;5;3;4;1
3;1;10000;1;1;1;0;2;0;7;1
3;0;24999;1;1;1;1;1;1;5;1
7;0;24999;1;1;0;0;2;2;6;1
2;1;69996;0;0;1;1;4;0;6;0
1;1;10000;1;1;2;1;1;1;2;0
5;1;10000;1;0;2;0;5;0;6;0
2;0;10000;1;0;1;0;6;0;2;0
2;1;24999;1;1;2;1;1;0;5;0
2;1;24999;1;1;0;3;0;2;1;1
7;0;39998;1;0;1;0;6;1;5;0
2;1;10000;1;1;2;1;3;0;3;1
3;1;10000;1;0;1;1;3;0;1;1
4;1;10000;1;0;0;1;1;1;5;0
1;0;10000;1;0;0;3;1;1;0;0
3;0;10000;1;0;4;1;6;2;1;1
2;0;10000;1;1;1;0;4;0;3;1
2;1;24999;1;0;1;2;2;1;2;0
4;0;24999;1;0;0;2;4;1;7;0
2;;24999;1;1;0;1;2;0;6;1
1;1;24999;1;1;0;0;3;0;3;1
0;0;10000;1;0;1;1;1;0;5;0
5;0;10000;1;0;0;4;5;0;5;0
3;0;10000;1;0;2;0;6;1;2;0
1;1;39998;0;0;1;0;6;1;7;1
0;1;10000;1;1;2;1;5;1;6;1
3;0;10000;1;1;1;2;4;0;3;1
2;1;54997;1;1;0;0;3;1;1;0
2;1;24999;0;0;1;2;5;1;6;1
3;1;39998;1;0;1;0;3;1;3;0
5;0;69996;0;0;1;1;0;0;3;0
2;1;39998;1;1;1;0;4;0;4;0
3;0;24999;1;1;2;3;4;0;2;1
5;1;10000;1;0;0;1;5;1;6;0
2;1;24999;1;0;1;2;1;0;4;1
4;0;39998;1;0;2;1;4;2;0;1
2;0;84995;0;0;2;2;6;1;7;0
3;1;24999;0;0;1;2;0;0;7;1
3;0;54997;1;1;0;0;3;2;1;0
5;0;10000;1;0;4;4;6;2;3;0
2;0;84995;0;1;0;1;5;0;5;0
2;1;10000;1;0;2;1;0;1;3;0
2;1;54997;0;0;3;2;5;3;6;1
5;1;84995;0;0;2;1;2;2;1;0
0;;84995;0;1;1;2;3;1;5;1
2;1;10000;1;1;4;1;3;1;6;0
1;1;84995;0;0;2;1;4;0;2;1
7;0;24999;0;0;1;0;3;0;6;1
1;0;84995;0;1;0;3;6;1;5;1
0;0;24999;1;0;0;1;3;0;2;1
2;1;10000;1;1;;0;2;2;4;1
1;0;24999;1;1;2;1;3;0;2;0
5;0;10000;1;1;1;1;0;1;3;0
0;0;10000;1;1;0;2;5;1;5;0
2;1;10000;1;1;2;0;4;0;5;1
3;1;69996;1;1;0;1;5;1;0;0
3;1;39998;1;0;2;0;4;1;0;0
0;1;39998;0;0;1;0;2;2;1;1
1;1;10000;1;1;1;1;1;1;2;1
2;1;84995;0;1;0;0;4;0;4;1
7;0;39998;1;1;1;1;2;2;6;0
6;1;39998;1;1;0;2;0;0;7;0
0;1;39998;1;0;1;0;0;0;1;1
1;1;10000;1;1;1;0;0;2;0;0
0;0;69996;1;1;0;2;1;1;0;0
1;0;10000;1;1;0;1;3;2;5;1
2;1;84995;0;0;2;2;0;1;4;0
2;1;24999;0;0;1;1;3;0;5;0
5;0;39998;1;1;1;1;2;0;3;0
2;;84995;0;0;1;0;4;1;4;1
2;0;24999;1;1;0;0;4;0;4;1
2;0;24999;1;0;0;1;3;1;4;1
2;1;10000;1;1;1;0;4;2;1;1
0;0;69996;0;0;2;0;0;0;3;1
2;1;39998;0;0;1;1;5;0;2;1
1;1;10000;1;1;2;2;5;0;5;1
6;0;24999;1;1;1;2;1;0;1;1
2;1;69996;0;1;;2;1;1;4;1
1;1;10000;1;1;1;2;5;0;5;1
1;1;10000;1;1;0;0;1;0;6;1
5;1;39998;1;0;1;2;3;1;2;1
2;1;10000;1;1;0;1;1;0;6;0
1;1;10000;1;0;0;1;1;2;5;0
0;0;10000;0;0;1;1;0;0;5;0
2;1;10000;1;1;1;1;0;1;3;1
2;1;39998;0;0;1;0;2;0;6;0
4;0;24999;1;0;0;0;0;1;1;0
2;0;39998;0;0;0;1;4;0;7;1
1;0;24999;1;0;1;2;3;2;0;1
4;0;10000;1;0;0;2;2;0;7;1
2;0;69996;1;0;0;0;3;1;0;0
0;1;54997;1;1;1;2;5;2;5;0
2;1;54997;1;1;;0;1;1;2;1
0;1;24999;1;0;0;1;1;2;2;1
1;0;10000;1;0;0;0;4;0;6;0
1;0;39998;0;0;1;1;4;0;5;1
5;1;24999;1;1;1;1;5;1;7;0
5;0;84995;0;1;0;2;1;0;4;0
2;0;39998;0;0;1;0;4;1;6;1
0;1;10000;1;1;1;0;5;2;0;0
4;1;10000;1;1;1;1;1;1;7;1
2;1;39998;0;0;1;2;0;0;5;1
4;1;10000;1;0;0;0;2;0;4;0
1;0;84995;0;0;;1;6;3;6;0
6;0;24999;1;0;1;0;3;1;0;0
0;1;24999;1;1;2;1;4;1;1;1
2;0;10000;1;1;2;0;0;4;4;1
3;0;10000;1;0;0;2;2;0;5;1
1;1;10000;1;1;0;2;0;0;0;0
1;0;24999;1;0;1;0;5;1;1;1
4;1;54997;1;1;2;1;1;0;5;0
6;1;10000;1;1;0;1;0;0;7;1
2;1;69996;0;1;1;0;2;1;5;1
3;1;24999;1;1;2;2;0;0;5;0
3;0;10000;1;1;1;1;5;0;0;0
3;0;39998;1;1;0;0;4;1;5;1
2;0;54997;0;0;1;1;4;0;5;1
2;0;84995;0;0;0;2;1;2;6;0
1;1;69996;0;1;0;2;1;2;5;1
4;0;39998;0;0;1;0;0;1;7;1
5;0;54997;0;0;0;0;2;0;0;0
5;1;39998;1;1;0;1;0;1;3;0
2;0;39998;1;1;2;1;0;1;2;1
4;1;54997;1;0;1;0;0;1;2;1
5;1;10000;1;0;2;0;3;1;0;0
2;1;10000;1;0;2;0;5;1;0;0
2;0;24999;1;1;0;1;0;0;1;0
5;0;24999;0;0;0;3;5;2;2;0
3;1;69996;1;1;0;2;5;1;0;1
4;0;24999;1;1;1;2;4;1;6;0
3;0;54997;1;1;1;1;0;0;5;0
1;0;10000;1;0;1;1;1;1;1;0
1;1;10000;1;1;1;1;0;3;6;0
3;1;10000;1;1;1;0;2;2;5;0
2;0;10000;1;0;0;1;5;2;1;1
2;0;10000;1;0;0;0;5;0;5;0
3;1;10000;0;1;0;0;0;0;0;1
4;1;39998;1;1;0;1;0;1;0;1
5;1;24999;1;1;0;1;3;0;6;1
2;1;84995;1;1;0;1;4;4;0;0
5;1;24999;1;1;1;0;5;1;7;1
4;0;69996;0;1;0;0;1;1;5;1
3;0;54997;1;0;3;2;5;6;3;1
6;1;24999;1;1;2;2;0;1;6;1
4;1;84995;1;1;1;0;2;1;0;0
2;1;10000;1;0;0;0;0;1;5;1
3;1;10000;1;1;1;1;4;1;7;0
3;1;10000;0;0;0;1;2;0;4;1
5;1;24999;0;0;3;2;6;0;3;0
3;1;39998;1;1;1;2;3;1;5;1
0;1;10000;1;1;1;2;6;1;4;1
1;1;84995;1;1;1;3;1;1;1;0
3;0;10000;1;1;1;3;5;0;3;1
2;0;24999;1;1;0;0;1;1;0;1
3;0;10000;1;1;3;0;3;2;3;1
2;1;24999;1;0;1;1;5;1;7;0
2;1;39998;1;1;2;1;3;1;6;1
1;1;69996;0;1;0;0;2;1;7;0
1;1;39998;0;0;2;2;1;1;7;1
1;1;24999;1;1;3;0;6;2;7;0
1;0;39998;0;0;1;0;1;5;0;1
4;1;54997;0;0;0;2;2;1;7;0
3;1;24999;1;1;0;2;2;0;4;1
3;0;10000;1;1;0;0;5;1;3;1
4;0;24999;1;1;1;0;2;2;4;0
1;1;24999;1;1;1;0;6;0;5;0
1;1;54997;1;1;3;1;6;2;7;1
1;1;24999;1;0;0;1;6;1;1;1
5;0;10000;1;1;0;0;5;2;0;0
6;1;10000;1;0;0;0;6;1;6;0
4;0;24999;1;0;0;3;0;0;1;0
2;1;10000;1;0;0;0;0;1;5;0
4;0;69996;0;0;1;0;1;0;2;0
3;1;39998;1;0;0;1;1;1;1;0
1;0;39998;1;0;1;2;6;0;0;1
3;0;10000;1;0;3;1;1;1;0;0
1;0;69996;0;0;0;0;4;1;0;1
0;1;10000;1;1;0;1;4;3;5;0
3;1;24999;0;0;1;0;3;0;5;0
2;1;39998;1;0;0;3;3;3;4;1
3;0;10000;1;1;3;2;4;0;4;1
2;0;24999;1;1;0;1;4;0;0;1
2;1;39998;0;0;0;2;0;1;5;0
3;0;24999;1;0;0;0;5;2;4;1
4;0;54997;0;0;1;2;1;0;3;1
0;0;39998;1;1;1;1;4;2;1;1
4;1;10000;1;0;0;0;5;1;4;1
0;0;10000;1;0;0;0;1;4;5;0
4;1;10000;1;0;0;1;1;0;1;0
1;0;39998;0;0;1;1;4;0;2;1
4;0;10000;1;1;4;2;0;1;5;1
1;0;10000;1;1;1;1;6;2;4;0
2;1;10000;1;0;0;1;3;0;2;1
5;0;39998;1;0;0;1;0;0;2;0
2;1;54997;0;0;1;0;1;1;7;1
6;0;10000;1;0;0;2;6;0;2;0
2;0;24999;1;1;0;0;0;0;3;1
0;0;10000;1;0;1;1;1;2;4;1
4;0;84995;0;1;1;1;5;0;5;1
2;1;39998;0;0;1;2;0;1;5;1
1;;84995;1;1;1;0;1;1;3;0
2;0;39998;1;1;0;2;6;0;1;1
3;1;54997;1;1;0;3;2;1;7;0
2;0;10000;1;1;1;1;2;0;1;1
3;0;84995;1;0;1;1;0;1;1;1
0;1;24999;1;0;;2;0;1;4;1
1;0;10000;1;1;2;0;2;1;3;0
2;1;10000;1;1;2;1;0;2;6;0
3;1;54997;0;0;2;0;5;0;3;1
1;1;10000;1;0;3;0;6;2;3;0
3;1;10000;1;1;0;0;0;0;4;1
3;0;10000;1;1;0;0;0;0;0;1
4;1;10000;0;0;1;0;6;2;0;0
0;1;24999;1;1;0;1;6;1;2;0
1;0;84995;0;0;1;1;2;1;2;0
3;0;10000;1;0;1;1;5;0;6;0
2;0;39998;0;0;0;1;6;1;7;0
0;1;24999;0;0;1;2;1;0;1;1
1;0;10000;1;0;0;0;5;1;6;0
1;1;69996;0;0;0;0;2;1;4;0
2;0;24999;1;1;0;0;3;1;6;1
4;0;84995;0;1;0;0;3;0;5;0
2;1;54997;0;0;0;0;4;0;0;0
5;0;39998;0;0;1;1;2;0;6;1
6;0;24999;1;1;1;0;5;2;4;0
3;0;69996;1;1;0;2;4;1;6;0
5;1;54997;1;1;0;0;3;0;6;0
5;1;10000;1;0;2;0;5;1;3;1
3;0;10000;1;1;2;0;4;0;0;0
6;1;10000;1;1;0;1;2;0;1;1
0;0;84995;0;1;0;1;3;0;4;0
6;0;84995;0;0;0;0;6;1;2;0
1;1;10000;1;1;1;0;1;3;5;0
0;1;24999;0;0;0;3;4;0;7;1
3;1;10000;1;1;0;2;3;1;1;0
5;1;54997;1;1;0;0;2;2;4;1
7;0;39998;1;1;0;2;5;0;1;0
1;0;10000;1;1;2;1;2;0;5;1
2;0;24999;1;0;0;1;5;1;2;0
2;1;10000;1;1;3;0;2;1;0;1
6;1;39998;0;0;2;2;3;0;2;1
3;1;39998;1;1;1;1;1;3;3;0
2;;10000;1;1;1;1;3;1;4;1
2;0;39998;1;1;0;1;3;1;2;1
4;1;10000;1;1;1;2;2;1;7;0
2;1;10000;1;1;1;1;5;1;3;0
0;0;54997;1;1;0;1;5;1;6;1
2;0;84995;0;0;0;0;0;0;7;0
3;1;39998;1;0;1;2;0;3;1;1
2;1;24999;1;1;0;3;0;0;3;0
2;1;24999;1;1;0;1;5;1;5;1
3;1;39998;1;1;1;0;0;0;2;0
2;0;10000;1;1;1;0;0;0;2;1
2;0;39998;1;1;0;2;5;0;6;0
0;1;24999;0;0;0;1;3;0;5;0
3;0;39998;1;1;0;1;3;1;6;1
1;0;10000;1;1;0;1;5;1;6;0
2;0;24999;1;1;0;1;4;0;3;1
0;1;10000;1;1;0;1;0;0;2;1
2;0;10000;1;0;1;1;0;0;0;1
0;0;10000;1;0;0;3;4;1;4;1
0;0;10000;1;1;0;1;2;0;1;1
1;1;24999;1;0;3;1;0;1;4;0
4;1;84995;0;0;0;2;6;1;3;0
5;1;84995;0;0;0;2;3;1;1;0
2;0;10000;1;0;1;0;6;0;0;1
4;0;39998;0;0;1;0;6;0;2;0
3;0;39998;1;0;0;1;3;2;2;0
3;;10000;0;0;0;1;1;1;2;0
3;0;24999;1;0;3;0;1;0;2;1
2;0;69996;0;0;1;2;2;0;5;0
4;0;24999;0;0;2;0;1;0;5;1
2;;10000;1;1;3;0;0;0;7;0
4;1;10000;1;1;0;2;0;1;5;0
1;1;10000;1;1;0;0;3;2;2;1
3;0;10000;0;0;0;0;0;2;2;1
0;1;39998;0;0;1;3;0;0;7;0
4;0;10000;1;1;2;1;0;0;2;1
0;1;24999;1;1;1;0;3;2;6;0
2;1;10000;0;0;0;1;0;1;2;0
0;1;84995;0;1;2;0;3;1;4;1
0;1;10000;1;0;0;0;5;0;1;1
6;0;10000;1;1;0;1;3;0;4;0
3;0;24999;1;1;1;1;0;0;4;0
4;0;39998;1;1;1;2;5;0;3;1
2;0;39998;0;0;1;2;0;3;6;1
4;1;24999;1;0;2;1;1;1;2;0
1;0;10000;1;0;0;0;6;0;3;1
2;1;24999;1;1;0;0;1;1;2;1
1;0;39998;1;1;0;0;6;0;2;1
2;0;54997;0;0;1;0;1;0;2;0
2;1;10000;1;1;0;0;6;0;1;1
3;0;54997;1;1;0;1;5;0;3;0
1;0;39998;0;0;1;3;4;0;4;1
1;0;10000;1;0;1;0;0;0;7;1
3;1;24999;1;1;1;1;6;1;0;1
3;1;10000;1;0;0;1;6;1;5;1
3;1;10000;1;0;0;1;5;3;5;0
6;0;10000;1;1;0;0;2;1;4;0
5;0;54997;0;0;1;2;1;1;1;1
4;1;24999;1;0;0;1;4;0;3;0
3;0;10000;1;1;0;1;5;0;4;1
2;1;10000;1;0;;0;0;0;0;0
3;0;84995;0;0;0;1;5;2;7;1
4;1;39998;1;1;1;1;0;1;4;0
2;0;10000;1;0;0;2;6;2;3;0
1;1;24999;0;0;1;2;2;0;6;1
5;1;10000;1;1;0;2;1;1;7;0
0;1;54997;0;0;1;1;5;2;2;1
4;1;10000;1;0;3;0;3;0;2;1
1;0;10000;1;1;1;0;1;1;2;1
1;1;39998;0;0;2;0;4;0;3;1
4;0;10000;1;1;0;1;1;2;5;0
1;0;24999;1;0;0;1;0;1;7;0
4;1;69996;1;1;1;0;1;0;3;1
4;1;10000;1;1;2;0;0;1;2;1
4;1;10000;1;0;1;3;5;3;4;1
3;;24999;1;1;1;0;5;1;5;1
2;0;54997;1;1;0;0;0;3;0;1
1;1;24999;1;0;0;0;0;0;0;1
2;1;39998;1;1;2;1;5;1;6;0
1;1;10000;1;1;2;0;5;0;0;0
3;1;10000;1;0;0;3;3;1;0;0
4;0;10000;1;1;2;1;1;0;3;0
2;1;69996;0;0;0;0;0;2;7;1
1;0;69996;0;1;0;1;2;0;1;1
3;0;10000;1;0;;1;0;0;3;1
3;1;69996;0;1;0;3;6;1;7;1
1;1;69996;1;1;0;0;3;1;0;1
3;0;10000;1;0;2;0;4;2;4;1
7;1;24999;1;1;0;1;4;1;5;0
1;0;10000;1;0;0;3;4;0;1;1
3;1;24999;1;1;3;0;2;0;5;0
4;1;10000;1;1;1;3;2;2;3;1
6;1;10000;1;0;1;0;1;0;5;1
4;0;84995;1;1;0;3;5;2;5;0
2;1;39998;1;1;0;0;1;0;3;1
3;1;24999;1;1;0;1;5;1;0;1
1;1;24999;1;1;1;1;6;0;2;0
3;1;10000;1;1;0;1;0;0;6;1
2;0;10000;1;1;1;0;3;4;1;1
4;1;10000;1;1;0;1;4;3;3;1
1;1;10000;1;1;0;2;3;0;3;0
4;1;10000;1;0;1;0;0;0;5;1
0;0;24999;1;0;0;1;2;0;3;0
4;1;10000;1;1;1;3;4;1;3;1
2;0;84995;0;0;1;0;4;0;7;0
0;0;10000;1;1;2;2;6;1;4;1
3;1;10000;1;1;2;2;0;0;2;0
2;1;39998;0;0;0;2;3;0;7;0
1;0;24999;1;1;1;1;1;0;5;0
3;1;24999;1;1;1;0;3;1;4;0
2;1;69996;1;0;0;0;5;4;1;0
5;0;24999;1;1;0;2;4;2;6;0
0;1;39998;0;0;2;0;0;1;4;1
3;0;84995;0;1;1;0;1;0;0;1
4;0;10000;1;1;2;1;4;4;2;1
0;1;24999;1;1;1;3;3;1;0;0
2;1;10000;1;1;0;1;3;0;3;0
1;1;10000;0;0;0;1;6;0;7;0
4;1;10000;1;1;0;0;5;0;2;1
3;1;24999;1;0;1;2;0;0;0;0
3;0;69996;0;0;1;0;2;0;3;0
3;1;39998;1;1;2;2;0;0;5;0
4;;39998;1;1;1;0;3;0;4;0
3;1;24999;1;0;0;0;3;0;2;0
1;0;84995;0;0;0;1;6;2;1;1
2;1;10000;1;1;0;1;6;1;5;0
5;1;24999;1;0;0;0;4;4;1;0
4;0;84995;0;1;2;0;3;1;6;1
2;0;54997;1;0;1;1;1;1;6;1
0;1;10000;1;0;0;0;6;4;6;0
2;0;54997;1;1;0;0;5;0;4;1
0;0;24999;1;1;0;3;1;1;2;0
2;1;39998;0;0;0;1;3;0;3;1
1;0;10000;1;1;1;0;5;0;1;0
3;1;24999;1;0;0;2;5;0;5;0
1;0;10000;1;1;1;0;2;1;1;0
1;1;24999;1;1;2;3;1;1;1;0
4;0;24999;1;1;2;1;4;0;4;1
3;1;54997;0;0;0;2;5;0;3;1
4;1;24999;0;0;1;2;5;0;2;0
2;0;69996;0;0;0;0;5;0;4;1
3;1;10000;1;1;0;1;2;2;4;0
3;;24999;1;0;1;0;2;0;0;0
1;0;39998;1;1;0;1;2;2;7;1
2;0;24999;1;0;0;0;2;0;1;0
2;1;10000;1;0;0;0;3;1;3;1
2;1;39998;1;1;1;0;0;2;0;0
0;1;24999;0;0;1;1;0;0;4;1
0;1;54997;0;0;0;1;4;1;1;1
4;1;54997;0;0;2;1;4;0;3;1
5;1;10000;1;1;1;2;5;1;3;0
2;1;10000;1;1;0;3;6;1;5;0
2;0;54997;0;1;0;1;6;1;1;0
0;0;10000;1;1;0;0;3;1;0;0
4;0;54997;1;1;0;0;4;0;5;0
